"colony","Region","Locality","replicate","Site","Season","ID","Qubit..ng.uL.","species"
"200","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","ML6074","5","P.meandrina"
"200","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","ML5896","29.4","P.meandrina"
"200","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","ML5895","31.7","P.meandrina"
"200","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","ML6073","460","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","ML6251","293","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","ML6071","164","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","ML6069","50","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","ML6250","46","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","ML6070","89.2","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","ML5900","233","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","ML5898","46.6","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","ML6249","475","P.meandrina"
"201","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","ML5899","19.2","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","ML6068","40.5","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","ML6066","43","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","ML6247","114","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","ML6067","44.4","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","ML5902","40.8","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","ML5903","26.3","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","ML6246","181","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","ML6248","371","P.meandrina"
"202","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","ML5901","34","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","ML6065","3.96","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","ML5905","38.7","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","ML5904","34","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","ML6245","43.4","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","ML6064","6.38","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","ML5906","116","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","ML6244","156","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","ML6063","39.5","P.meandrina"
"203","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","ML6243","56.4","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","ML5908","23","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Non-upwelling","ML6241","219","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","ML6242","93.6","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","ML5909","14.8","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Non-upwelling","ML6240","84.2","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","ML6060","0.159","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","ML6061","41.1","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","ML5907","38.2","P.meandrina"
"204","Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","ML6062","40.9","P.meandrina"
"205","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5941","40,7","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5942","45,7","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6090","70.1","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6091","316","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6092","468","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5940",">60","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6359","234","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6357","245","P.verrucosa"
"205","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6358","358","P.verrucosa"
"206","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6356","190",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5945","49",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5943","0.239",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5944","44,6",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6095","24.7",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6093","34",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6094","108",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6354","299",NA
"206","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6355","421",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6353","406",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6352","209",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6096","81.1",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6098","26.6",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6351","249",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5946",">60",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5948","42,4",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6097","20",NA
"207","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5947",">60",NA
"208","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6348","113","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6350","415","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6099","212","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6349","33.6","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5951","46,5","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6101","117","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5949",">60","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5950","46,4","P.verrucosa"
"208","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6100","34.2","P.verrucosa"
"209","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5953","44,1","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6102","99.9","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5954",">60","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6103","402","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6104","209","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6342","458","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6344","174","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5952",">60","P.meandrina"
"209","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6343","23.9","P.meandrina"
"210","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5955",">60","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6107","313","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6346","179","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5956","44,2","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5957","44,2","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6106","130","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6345","309","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6347","72.9","P.verrucosa"
"210","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6105","104","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6108","92.2","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5958","49.4","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5960","45,1","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6339","315","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6340","456","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6341","458","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6109","231","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6110","323","P.verrucosa"
"211","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5959",">60","P.verrucosa"
"212","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6338","99.9","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6112","204","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6337","122","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5961",">60","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6113","121","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6111","510","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5962","55","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6336","134","P.meandrina"
"212","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5963",">60","P.meandrina"
"213","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6334","498","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6333","82.6","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6116","229","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6335","125","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6115","233","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5964","42","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5965",">60","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6114","192","P.verrucosa"
"213","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5966",">60","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Wet","ML6117","321","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","ML5968",">60","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","ML6330","284","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","ML6118","258","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","ML5969",">60","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling","ML5967",">60","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","ML6331","208","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","ML6119","330","P.verrucosa"
"214","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Non-upwelling","ML6332","254","P.verrucosa"
"215","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6270","510","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6121","61.5","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5971","99.9","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6120","183","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5970","55","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6272","411","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5972","489","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6271","600","P.meandrina"
"215","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6122","66.6","P.meandrina"
"216","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5973","38.1","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5975","270","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6273","166","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6274","500","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6275","540","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5974","224","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6123","221","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6124","401","P.verrucosa"
"216","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6125","159","P.verrucosa"
"217","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6128","83.4","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5977","143","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6279","325","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6127","788","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6281","600","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6280","83.5","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5978","498","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6126","187","P.meandrina"
"217","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5976","26.8","P.meandrina"
"218","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5981","54.7","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6278","530","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5980","244","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6277","550","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6130","75.3","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5979","58","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6276","600","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6129","164","P.verrucosa"
"218","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6131","520","P.verrucosa"
"219","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6282","183","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6283","447","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6134","393","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5984","161","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6133","341","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5982","60","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5983","364","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6132","268","P.meandrina"
"219","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6284","397","P.meandrina"
"220","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5985","55","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6137","95.4","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5986","245","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6135","155","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6136","312","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6285","294","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6286","279","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6287","316","P.verrucosa"
"220","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5987","540","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6289","600","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5988","44.6","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5989","162","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6288","180","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6290","322","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5990","136","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6140","152","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6139","390","P.verrucosa"
"221","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6138","447","P.verrucosa"
"222","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6291","173",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6292","196",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6143","173",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5993","239",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6293","366",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6142","42.6",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5992","115",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6141","169",NA
"222","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5991","49.9",NA
"223","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6296","343","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6145","285","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6294","244","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6295","413","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6144","123","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5994","47.4","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6146","316","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5996","384","P.verrucosa"
"223","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5995","279","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Wet","ML6148","75.7","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","ML6149","292","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Wet","ML6147","191","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Upwelling","ML5997","47.7","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","ML5998","125","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","ML5999","101","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","ML6297","211","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","ML6298","276","P.verrucosa"
"224","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","ML6299","156","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling","ML5910",">60","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","ML5911","230","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","ML5912","149","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","ML6152","108","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","ML6301","430","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","ML6150","49.2","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","ML6151","339","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","ML6300","273","P.verrucosa"
"225","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","ML6302","276","P.verrucosa"
"226","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling","ML5913","52","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","ML5914","160","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","ML6305","174","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","ML6304","454","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","ML6153","95.1","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","ML6154","37.2","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","ML5915","156","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","ML6303","550","P.meandrina"
"226","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","ML6155","159","P.meandrina"
"227","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","ML5918","246","P.verrucosa"
"227","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","ML6308","190","P.verrucosa"
"227","Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","ML6158","31.2","P.verrucosa"
"227","Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","ML6306","221","P.verrucosa"
"227","Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","ML6307","299","P.verrucosa"
