"ID","symbtypes","relative","absolute","colony","Region","Locality","replicate","Site","Season","Qubit..ng.uL.","species","clade","symbtypes_s","species_colony"
"ML6337","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4526,0.326787003610108,212,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","122","P.meandrina","D","D1","P.meandrina 212"
"ML6295","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",5188,0.5268074735987,223,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","413","P.verrucosa","C","C1d","P.verrucosa 223"
"ML6295","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3568,0.362307067424858,223,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","413","P.verrucosa","D","D1","P.verrucosa 223"
"ML6053","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",24835,0.916995901488018,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","14.5","P.meandrina","C","C42a","P.meandrina 187"
"ML6055","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",24315,0.905923994038748,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","42.9","P.meandrina","C","C42a","P.meandrina 188"
"ML6041","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",8937,0.900725660149163,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","5","P.meandrina","C","C42a","P.meandrina 196"
"ML6054","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",23020,0.89921875,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","465","P.meandrina","C","C42a","P.meandrina 188"
"ML6040","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",17232,0.893868658574541,196,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","184","P.meandrina","C","C42a","P.meandrina 196"
"ML5839","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",32242,0.890318661291213,186,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Upwelling","33.6","P.meandrina","C","C42a","P.meandrina 186"
"ML5842","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",23902,0.888087983948874,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Upwelling","28.5","P.meandrina","C","C42a","P.meandrina 187"
"ML5843","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",7532,0.887056883759274,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Upwelling","36.8","P.meandrina","C","C42a","P.meandrina 187"
"ML6225","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",7966,0.775279805352798,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","349","P.meandrina","C","C42a","P.meandrina 185"
"ML6225","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",1575,0.153284671532847,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Non-upwelling","349","P.meandrina","D","D1","P.meandrina 185"
"ML6226","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",7066,0.771228989303645,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","140","P.meandrina","C","C42a","P.meandrina 185"
"ML6226","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",1344,0.146692861820563,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Non-upwelling","140","P.meandrina","D","D1","P.meandrina 185"
"ML6227","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",5768,0.752217005738133,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","200","P.meandrina","C","C42a","P.meandrina 185"
"ML6227","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",1218,0.158841940532081,185,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Non-upwelling","200","P.meandrina","D","D1","P.meandrina 185"
"ML6190","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",9873,0.674707852115082,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","38.3","P.meandrina","C","C42a","P.meandrina 158"
"ML6190","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3244,0.221690699104763,158,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Contadora","Non-upwelling","38.3","P.meandrina","D","D1","P.meandrina 158"
"ML6315","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",6037,0.557381589880897,234,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","500","P.meandrina","C","C42a","P.meandrina 234"
"ML6315","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",3917,0.361647123995938,234,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","500","P.meandrina","D","D1","P.meandrina 234"
"ML6316","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",5170,0.549415515409139,234,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","135","P.meandrina","C","C42a","P.meandrina 234"
"ML6316","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",3435,0.365037194473964,234,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","135","P.meandrina","D","D1","P.meandrina 234"
"ML6014","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",12727,0.530159126884945,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","54.6","P.verrucosa","C","C42a","P.verrucosa 159"
"ML6014","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",9623,0.400858118803632,159,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Wet","54.6","P.verrucosa","D","D1","P.verrucosa 159"
"ML6317","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",4847,0.496924338732828,234,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","313","P.meandrina","C","C42a","P.meandrina 234"
"ML6317","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",3902,0.400041008816896,234,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","313","P.meandrina","D","D1","P.meandrina 234"
"ML5902","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",21646,0.496399578039719,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","40.8","P.meandrina","C","C42a","P.meandrina 202"
"ML5902","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",16246,0.372563408705224,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","40.8","P.meandrina","D","D1","P.meandrina 202"
"ML6056","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",17270,0.495197132616487,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","45.4","P.meandrina","C","C42a","P.meandrina 188"
"ML6056","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",13664,0.391799283154122,188,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Saboga","Wet","45.4","P.meandrina","D","D1","P.meandrina 188"
"ML6052","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",10009,0.484087831301993,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","56","P.meandrina","C","C42a","P.meandrina 187"
"ML6052","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",8264,0.399690462371832,187,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Saboga","Wet","56","P.meandrina","D","D1","P.meandrina 187"
"ML5929","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",17984,0.904718784585975,231,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","405","P.meandrina","D","D1","P.meandrina 231"
"ML5930","C1d-C42.2-C1-C3cg-C1b-C45c",360,0.0160249276652571,231,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","446","P.meandrina","C","C1d","P.meandrina 231"
"ML5930","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",19983,0.889517026485644,231,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","446","P.meandrina","D","D1","P.meandrina 231"
"ML5937","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",17978,0.884700556074996,234,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling",">60","P.meandrina","D","D1","P.meandrina 234"
"ML5938","C1d-C42.2-C1-C1k-C3cg",198,0.00899591094956838,234,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","178","P.meandrina","C","C1d","P.meandrina 234"
"ML5938","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",19420,0.882326215356656,234,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Upwelling","178","P.meandrina","D","D1","P.meandrina 234"
"ML5931","C1d-C42.2-C1-C1k-C1b-C3cg",247,0.00897072710103872,232,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 232"
"ML5931","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",24192,0.878622793636958,232,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 232"
"ML5936","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",12625,0.872796405115797,233,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","0.85","P.meandrina","D","D1","P.meandrina 233"
"ML6179","C1d-C42.2-C1-C1nr",459,0.0331719303317193,234,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","31.9","P.meandrina","C","C1d","P.meandrina 234"
"ML6179","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",11588,0.837464768374648,234,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","31.9","P.meandrina","D","D1","P.meandrina 234"
"ML6170","C1d-C42.2-C1-C1nr",815,0.0549969633578514,231,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","299","P.meandrina","C","C1d","P.meandrina 231"
"ML6170","C1b/C3",22,0.00148458060597881,231,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","299","P.meandrina","C","C1b","P.meandrina 231"
"ML6170","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",12178,0.821782846345907,231,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Wet","299","P.meandrina","D","D1","P.meandrina 231"
"ML6325","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",6360,0.821174951581666,231,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","432","P.meandrina","D","D1","P.meandrina 231"
"ML6177","C1d/C1-C42.2-C3-C1b-C3cg",572,0.0553727008712488,234,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","358","P.meandrina","C","C1d","P.meandrina 234"
"ML6177","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",8383,0.811519845111326,234,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","358","P.meandrina","D","D1","P.meandrina 234"
"ML6168","C1d-C42.2-C1-C1b-C3cg-C3cw-C45c",681,0.078311867525299,231,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","57","P.meandrina","C","C1d","P.meandrina 231"
"ML6168","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",7028,0.8081876724931,231,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Wet","57","P.meandrina","D","D1","P.meandrina 231"
"ML6324","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",6761,0.807476412277559,231,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Granito","Non-upwelling","115","P.meandrina","D","D1","P.meandrina 231"
"ML6326","C1d/C42a-C1mt-C42.2-C1-C1nq",425,0.0349162011173184,231,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","227","P.meandrina","C","C1d","P.meandrina 231"
"ML6326","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",9673,0.794692737430168,231,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Non-upwelling","227","P.meandrina","D","D1","P.meandrina 231"
"ML6169","C1d/C1/C42.2-C3cg-C1b-C115k-C45c-C42ap",826,0.0854188210961737,231,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","88.2","P.meandrina","C","C1d","P.meandrina 231"
"ML6169","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",7583,0.784177869700103,231,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","88.2","P.meandrina","D","D1","P.meandrina 231"
"ML6178","C1d-C42.2-C1bi",1002,0.0889401739747914,234,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","58.2","P.meandrina","C","C1d","P.meandrina 234"
"ML6178","D1-D4-D1as-D1bb-D1mx-D6-D1at-D1ax",8716,0.773655245872537,234,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","58.2","P.meandrina","D","D1","P.meandrina 234"
"ML6066","C42a/C42.2-C42ak-C1-C1b-C42al",32904,0.929544042036273,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","43","P.meandrina","C","C42a","P.meandrina 202"
"ML6065","C42a/C42.2-C42ak-C1-C1b-C42al",26356,0.920669298214972,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","3.96","P.meandrina","C","C42a","P.meandrina 203"
"ML6064","C42a/C42.2-C42ak-C1-C1b-C42al",29949,0.911356582070477,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","6.38","P.meandrina","C","C42a","P.meandrina 203"
"ML5907","C42a/C42.2-C42ak-C1-C1b-C42al",31659,0.900964740032443,204,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","38.2","P.meandrina","C","C42a","P.meandrina 204"
"ML6313","C42a/C42.2-C42ak-C1-C1b-C42al",4454,0.516046808017611,233,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","130","P.meandrina","C","C42a","P.meandrina 233"
"ML6313","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2848,0.329973351871162,233,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Non-upwelling","130","P.meandrina","D","D1","P.meandrina 233"
"ML6119","C1d-C42.2-C1-C1nr",12121,0.901793021352578,214,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Wet","330","P.verrucosa","C","C1d","P.verrucosa 214"
"ML6331","C1d-C42.2-C1-C1nr",9996,0.677144018425688,214,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","208","P.verrucosa","C","C1d","P.verrucosa 214"
"ML6331","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3397,0.230117870207289,214,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Non-upwelling","208","P.verrucosa","D","D1","P.verrucosa 214"
"ML5978","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",17294,0.858561286799384,217,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Upwelling","498","P.meandrina","D","D1","P.meandrina 217"
"ML5977","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",17163,0.845968059936909,217,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Upwelling","143","P.meandrina","D","D1","P.meandrina 217"
"ML6128","C1d/C1-C42.2-C1b",208,0.0301624129930394,217,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","83.4","P.meandrina","C","C1d","P.meandrina 217"
"ML6128","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",5654,0.819895591647332,217,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Wet","83.4","P.meandrina","D","D1","P.meandrina 217"
"ML6070","C42a/C1d-C42.2-C1-C1mt",2191,0.111928480204342,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","89.2","P.meandrina","C","C42a","P.meandrina 201"
"ML6070","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",14253,0.728122605363985,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Wet","89.2","P.meandrina","D","D1","P.meandrina 201"
"ML5903","C42a/C42.2-C42ak-C1-C1b-C42al",7758,0.182416703896165,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","26.3","P.meandrina","C","C42a","P.meandrina 202"
"ML5903","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",28927,0.680171177314303,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","26.3","P.meandrina","D","D1","P.meandrina 202"
"ML5901","C42a-C42.2-C1-C42b-C1b-C1az",8669,0.281854537178528,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","34","P.meandrina","C","C42a","P.meandrina 202"
"ML5901","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",18155,0.590272133172936,202,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","34","P.meandrina","D","D1","P.meandrina 202"
"ML6071","C42a/C42.2-C1b-C1-C42b-C1au",12945,0.406973088531187,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","164","P.meandrina","C","C42a","P.meandrina 201"
"ML6071","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",14834,0.466360663983903,201,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","164","P.meandrina","D","D1","P.meandrina 201"
"ML6280","C42a/C42.2/C1/C42b-C1b-C1az-C1au-C3",6317,0.415455442288721,217,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","83.5","P.meandrina","C","C42a","P.meandrina 217"
"ML6280","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",6858,0.451035843472542,217,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Machete","Non-upwelling","83.5","P.meandrina","D","D1","P.meandrina 217"
"ML6245","C1d-C42.2-C1-C1nr",4311,0.411394217005439,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","43.4","P.meandrina","C","C1d","P.meandrina 203"
"ML6245","D1-D1as-D1bb-D4-D1bd-D1ba-D1mw-D6-D1ax",4703,0.448802366638038,203,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Non-upwelling","43.4","P.meandrina","D","D1","P.meandrina 203"
"ML6083","C42a/C1/C42.2-C1b-C1au-C3-C115k",21038,0.83630147877246,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","89.5","P.meandrina","C","C42a","P.meandrina 177"
"ML6083","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",2123,0.0843933852758785,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","89.5","P.meandrina","D","D1","P.meandrina 177"
"ML5890","C42a/C1/C42.2-C1b-C1au-C3-C115k",17032,0.731646548391254,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","25.4","P.meandrina","C","C42a","P.meandrina 178"
"ML5890","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3641,0.156407062159027,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","25.4","P.meandrina","D","D1","P.meandrina 178"
"ML6087","C42a/C1/C42.2-C1b-C1au-C3-C115k",14515,0.685154590512155,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","172","P.verrucosa","C","C42a","P.verrucosa 175"
"ML6087","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",4570,0.215718668869483,175,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","172","P.verrucosa","D","D1","P.verrucosa 175"
"ML5887","C42a/C1/C42.2-C1b-C1au-C3-C115k",18096,0.61490366645146,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","41.8","P.meandrina","C","C42a","P.meandrina 177"
"ML5887","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7961,0.270515477929933,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 2/3","Mogomogo","Upwelling","41.8","P.meandrina","D","D1","P.meandrina 177"
"ML5876","C42a/C1/C42.2-C1b-C1au-C3-C115k",26187,0.581339075611597,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","38.5","P.meandrina","C","C42a","P.meandrina 168"
"ML5876","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",14224,0.315766105758558,168,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Contadora","Upwelling","38.5","P.meandrina","D","D1","P.meandrina 168"
"ML5889","C42a/C1/C42.2-C1b-C1au-C3-C115k",12247,0.516293579528688,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","42.7","P.meandrina","C","C42a","P.meandrina 178"
"ML5889","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",9460,0.398802748619367,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Upwelling","42.7","P.meandrina","D","D1","P.meandrina 178"
"ML6086","C42a/C1/C42.2-C1b-C1au-C3-C115k",9379,0.515442954495493,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","326","P.meandrina","C","C42a","P.meandrina 176"
"ML6086","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",7105,0.390470433062211,176,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Wet","326","P.meandrina","D","D1","P.meandrina 176"
"ML5891","C42a/C1/C42.2-C1b-C1au-C3-C115k",13646,0.510493434589054,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","24.1","P.meandrina","C","C42a","P.meandrina 178"
"ML5891","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",10783,0.403389323257641,178,"Eastern Pacific Panama","Las Perlas","Branch replicate 3/3","Mogomogo","Upwelling","24.1","P.meandrina","D","D1","P.meandrina 178"
"ML6081","C42a/C1/C42.2-C1b-C1au-C3-C115k",9066,0.462385882592952,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","530","P.meandrina","C","C42a","P.meandrina 177"
"ML6081","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",8427,0.429795481205692,177,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Mogomogo","Wet","530","P.meandrina","D","D1","P.meandrina 177"
"ML6042","C42a/C1d-C1mt-C42.2-C1-C1b",17750,0.802404954568057,195,"Eastern Pacific Panama","Las Perlas","Branch replicate 1/3","Saboga","Wet","68.3",NA,"C","C42a","NA 195"
"ML6282","C42a/C1d-C1mt-C42.2-C1-C1b",9032,0.801846590909091,219,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","183","P.meandrina","C","C42a","P.meandrina 219"
"ML6282","C3/C3dc",146,0.0129616477272727,219,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Machete","Non-upwelling","183","P.meandrina","C","C3","P.meandrina 219"
"ML6284","C42a/C1d-C1mt-C42.2-C1-C1b",6368,0.792236874844489,219,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","397","P.meandrina","C","C42a","P.meandrina 219"
"ML6284","C3/C3dc",92,0.0114456332421,219,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Machete","Non-upwelling","397","P.meandrina","C","C3","P.meandrina 219"
"ML6345","C42a/C1d-C1mt-C42.2-C1-C1b",12497,0.739030159668835,210,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","309","P.verrucosa","C","C42a","P.verrucosa 210"
"ML6345","D1/D1as/D1ba-D1bb-D4-D1at-D1ax-D6-D1ea-D1dy-D1bd",3094,0.182968657599054,210,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Non-upwelling","309","P.verrucosa","D","D1","P.verrucosa 210"
"ML5948","C1d-C42.2-C1-C1nr",345,0.0210880195599022,207,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","42,4",NA,"C","C1d","NA 207"
"ML5948","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",13145,0.803484107579462,207,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Canales","Upwelling","42,4",NA,"D","D1","NA 207"
"ML5940","C1d-C42.2-C1-C1k-C1b-C3cg",257,0.0130317935195984,205,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60","P.verrucosa","C","C1d","P.verrucosa 205"
"ML5940","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",15682,0.795192941534405,205,"Eastern Pacific Panama","Coiba","Branch replicate 1/3","Canales","Upwelling",">60","P.verrucosa","D","D1","P.verrucosa 205"
"ML5939","C1d-C42.2-C1-C1k-C1b",389,0.0157063834941656,234,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","339","P.meandrina","C","C1d","P.meandrina 234"
"ML5939","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",19582,0.79064884725643,234,"Eastern Pacific Panama","Coiba","Branch replicate 3/3","Granito","Upwelling","339","P.meandrina","D","D1","P.meandrina 234"
"ML6175","C1d/C42a/C42.2-C1-C1b",380,0.0270983384439849,233,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","122","P.meandrina","C","C1d","P.meandrina 233"
"ML6175","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",10976,0.782714112529416,233,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Granito","Wet","122","P.meandrina","D","D1","P.meandrina 233"
"ML6094","D1/D1ba-D1as-D1at-D4-D6-D1ax-D1bb",8722,0.776877171105371,206,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Wet","108",NA,"D","D1","NA 206"
"ML5941","C1d/C42.2/C1/C3cg-C1b-C3cw-C115k-C45c",627,0.0450625269512721,205,"Eastern Pacific Panama","Coiba","Branch replicate 2/3","Canales","Upwelling","40,7","P.verrucosa","C","C1d","P.verrucosa 205"
